@relation 'resume_p2final-weka.filters.unsupervised.attribute.NumericToNominal-R1,3,5,6,7,9,10-weka.filters.unsupervised.attribute.Remove-R1,3,5,6,7,9,10-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.Remove-R4'

@attribute salary_last numeric
@attribute workmonth numeric
@attribute salary_exp numeric

@data
6001,53,8001
4001,27,6001
8001,139,10001
8001,59,10001
10001,98,15000
8001,45,10001
6001,69,10001
6001,83,10001
8001,84,15000
8001,78,10001
6001,36,8001
8001,53,10001
8001,59,10001
2001,35,8001
2001,91,6001
8001,46,10001
6001,91,10001
6001,26,8001
8001,85,15000
2001,19,4001
8001,83,10001
4001,85,6001
6001,68,10001
8001,48,10001
6001,84,10001
10001,87,15000
6001,69,8001
4001,75,6001
8001,99,10001
6001,48,8001
8001,70,10001
4001,31,6001
6001,77,10001
4001,34,6001
8001,73,10001
4001,54,8001
8001,61,10001
10001,101,15000
10001,82,15000
8001,60,10001
6001,32,10001
8001,61,15000
8001,83,10001
8001,157,10001
4001,59,6001
6001,71,8001
8001,49,10001
4001,23,6001
8001,80,10001
8001,112,10001
10001,71,15000
8001,93,10001
10001,91,15000
8001,84,10001
8001,97,10001
6001,76,8001
8001,78,10001
2001,38,4001
6001,56,8001
8001,62,10001
6001,22,8001
8001,71,10001
2001,48,3000
10001,65,15000
8001,45,10001
4001,105,6001
6001,44,8001
10001,49,15000
8001,67,10001
6001,54,8001
8001,44,10001
6001,34,8001
6001,106,8000
2001,13,8001
10001,27,15000
8001,57,10001
8001,79,15000
8001,65,10001
4001,17,6001
6001,65,8001
4001,87,6001
4001,10,6001
8001,91,10001
4001,182,6000
8001,90,10001
10001,100,15000
8001,94,10001
6001,66,8001
6001,74,10001
8001,84,10001
6001,58,8001
6001,90,10001
6001,66,8001
4001,390,8000
4001,24,6001
6001,67,8001
6001,57,8001
6001,64,8001
6001,85,8001
6001,83,10001
4001,83,6001
2001,61,4001
8001,92,15000
6001,99,8001
4001,91,8001
8001,66,10001
4001,60,8001
6001,66,8001
8001,76,10001
8001,79,10001
2001,125,4001
8001,102,10001
8001,99,15000
8001,85,10001
6001,60,8001
6001,37,8001
10001,97,15000
8001,15,10001
4001,62,8001
8001,55,15000
2001,29,4001
4001,43,6001
4001,91,6001
4001,38,6001
4001,21,6001
6001,13,8001
6001,66,8001
6001,85,8001
8001,88,15000
8001,78,15000
6001,42,10001
6001,88,8001
8001,86,10001
4001,94,8001
6001,69,10001
8001,58,10001
10001,80,15000
6001,73,8001
10001,99,15000
4001,28,6001
6001,75,8001
10001,206,15000
2001,46,6000
2001,52,4001
8001,55,10001
6001,83,8001
6001,80,10001
8001,85,10001
10001,55,15000
8001,37,10001
4001,78,8001
4001,63,6001
4001,69,6001
10001,88,15000
4001,32,6001
6001,70,8001
4001,41,6001
8001,67,10001
4001,12,4500
8001,105,10001
6001,21,8001
6001,37,8001
4001,37,8001
6001,52,8001
8001,46,10001
4001,58,6001
2001,18,4001
10001,85,15000
2001,45,4001
6001,70,8000
4001,76,6001
4001,46,6001
8001,49,10001
6001,65,8001
4001,54,6001
6001,35,8001
4001,67,8001
4001,44,6001
10001,62,15000
10001,70,15000
8001,87,10001
2001,12,4001
6001,62,8000
4001,32,6001
2001,83,3000
10001,92,15000
6001,117,8001
2001,63,4001
2001,24,4001
10001,87,15000
6001,51,8001
4001,39,6001
4001,19,6001
4001,50,4500
4001,18,6001
8001,21,10001
6001,32,8000
10001,67,15000
4001,34,10001
6001,45,10001
6001,43,8001
4001,29,6000
6001,32,10001
4000,55,8000
2001,52,6000
4001,33,4500
2001,82,4001
4001,39,4500
4001,27,6001
6001,26,8001
4001,75,4500
4001,79,6001
4001,51,4500
2001,22,3000
4001,26,6001
6001,86,10001
4001,35,6001
4001,80,6001
6001,30,8001
4001,8,6001
2001,12,6001
4001,18,6001
4001,47,4500
2001,23,4001
4001,26,8000
2001,38,4001
8001,38,10001
2001,20,4001
2001,13,6001
2001,52,4001
4001,36,6001
2001,74,4001
6001,112,8001
4001,85,8001
10001,112,15000
6001,133,10001
6001,54,10001
6001,28,8001
6001,35,10001
10001,98,15000
10001,98,15000
2001,6,4001
2001,18,6001
4001,13,10000
4001,158,10001
6001,24,8001
6001,254,8001
2001,35,4001
2001,12,6001
6001,91,8000
6001,26,8001
6001,51,10001
6001,77,10001
6001,84,10001
6001,123,10001
4001,83,6001
6001,63,8001
2001,19,4001
6001,127,8001
6001,76,8001
4001,88,10001
10001,137,15000
4001,25,6000
4001,83,6001
8001,59,10001
6001,19,8001
2001,12,4001
6001,38,8001
6001,41,8001
6001,44,10001
4001,30,6001
8001,50,10001
10001,46,15000
4001,165,10001
10001,109,15000
2001,5,4001
4001,11,4500
6001,27,8001
2001,20,8001
2001,2,4001
6001,120,8001
4001,79,4500
6001,42,8001
2001,14,4001
6001,49,8001
6001,39,8001
4001,29,6001
4001,20,8001
2001,20,4001
8001,25,15000
4001,81,4500
8001,37,10001
6001,31,8001
4001,42,6001
2001,75,4001
8001,122,10001
2001,80,4001
4001,34,8001
8001,22,10001
4001,29,6000
10001,119,15000
4001,19,6001
6001,61,10001
6001,75,8001
6001,55,10001
4001,19,4500
4001,29,6001
6001,53,8001
6001,51,8001
4001,52,4500
6001,52,8001
6001,46,8001
6001,64,8001
6001,75,10001
6001,61,8001
10001,121,15000
10001,79,15000
6001,56,8000
2001,7,4001
2001,5,4001
4001,31,6001
4001,31,6001
2001,14,4500
6001,108,8001
8001,40,10001
4001,49,6001
4001,40,6001
10001,143,15000
4001,48,8000
2001,42,3000
4001,59,6001
6001,62,8000
6001,67,10000
4001,16,4500
6001,63,8001
6001,101,8001
4001,82,4500
6001,15,8001
4001,25,6001
2001,26,4001
4001,41,6001
8001,9,10001
4001,36,6000
6001,104,10000
6001,28,10001
4001,7,4500
6001,141,8001
2001,11,4001
6001,63,8001
6001,76,10001
6001,52,8001
2001,20,4001
4001,25,8000
6001,35,10000
8001,59,10001
6001,184,8001
6001,31,10001
4001,21,6001
8001,25,10001
15000,170,18000
2001,16,4001
4001,18,4500
2001,8,6001
10001,102,15000
2001,67,4001
4001,31,6001
2001,15,10000
2001,60,6001
4001,54,6001
10001,99,15000
2001,20,3000
2001,24,3000
4001,26,8001
4001,65,8001
4001,11,6001
4001,38,4500
2001,22,6001
4001,37,6001
4001,37,6001
4001,24,6001
4001,16,6001
4001,20,4500
2001,31,4001
8001,102,10001
2001,50,6001
4001,28,8001
2001,18,4001
2001,27,4001
2001,6,4001
4001,32,8001
4001,26,6001
4001,47,4500
2001,4,4001
10001,142,15000
6001,36,8000
4001,42,4500
8001,44,10001
2001,50,6001
8001,49,15000
6001,119,8001
4001,24,6001
8001,110,10001
8001,36,10000
8001,56,10001
4001,27,4500
2001,37,3000
4001,93,6001
2001,18,3000
8001,86,10000
10001,28,15000
8001,72,10001
2001,71,4001
2001,18,6001
6001,76,8001
8001,66,10001
4001,84,6000
2001,63,3000
4001,131,6001
4001,36,6000
4001,53,10001
4001,34,6001
2001,65,4001
4001,163,6001
2001,4,4001
10001,84,15000
4001,68,8000
6001,66,8001
4001,94,4500
4001,37,8001
2001,83,4001
4001,20,6000
10001,97,15000
10001,228,15000
6001,33,8001
8001,36,10001
8001,64,10001
2001,24,4001
8001,104,10001
6001,11,8001
2001,30,4001
2001,31,6000
2001,12,6001
6001,37,10001
8001,88,10000
6001,34,8001
4001,123,4500
2001,25,4001
4001,17,4500
6001,56,8001
4001,59,6001
2001,16,3000
2001,81,4001
2001,132,3000
2001,7,3000
2001,15,4001
6001,47,10001
6001,72,8001
2001,194,4001
2001,6,4001
6001,173,8001
2001,24,3000
6001,7,8001
4001,18,6001
2001,56,4001
2001,9,4001
2001,25,4001
6001,47,8000
6001,158,8001
2001,61,3000
2001,11,4001
4001,139,6001
4001,73,6001
8001,51,10001
8001,90,10001
4001,18,8001
6001,100,8001
8001,91,10000
8001,86,10001
4001,41,4500
2001,82,3000
2001,28,4001
2001,27,4001
2001,39,4001
10001,134,15000
4001,40,6001
2001,31,4500
2001,41,3000
4001,17,6001
10001,88,15000
2001,42,3000
2001,30,4500
2001,14,4001
4001,54,6001
2001,19,4001
4001,143,6001
2001,20,3000
6001,44,10001
6001,89,8001
2001,7,4001
2001,18,3000
4001,86,8001
4001,34,8001
8001,45,10001
2001,12,4001
6001,17,8001
6001,30,8000
4001,23,6001
2001,72,8001
2001,59,4001
2001,12,3000
6001,90,10001
4001,48,6001
8001,59,10000
2001,31,4500
6001,39,8000
6001,29,8001
8001,41,10001
2001,12,4001
2001,10,4001
4001,59,6001
4001,84,6001
2001,19,4001
2001,77,3000
4001,73,4500
2001,132,4001
2001,12,4001
3000,10,4001
2001,16,4001
2001,20,4001
8001,86,10000
2001,18,3000
4001,44,6001
2001,14,4500
6001,85,8000
6001,39,8001
4001,10,6001
4001,7,6001
4001,22,6001
6001,53,8001
8001,61,10001
8001,54,10001
4001,30,6000
2001,11,4001
2001,5,4001
2001,71,4001
2001,38,4001
6001,119,8001
4001,58,6500
4001,71,6001
4001,28,6001
4001,12,6001
6001,7,8001
2001,5,4001
4001,9,6001
2001,10,4500
6001,34,8000
4001,72,6001
6001,119,8001
8001,85,10001
6001,97,10001
4001,42,6001
4001,78,6001
2001,50,4001
2001,186,4001
6001,78,8001
4001,74,6001
2001,15,4001
4001,212,6001
6001,269,8001
6001,49,8000
10001,84,15000
8001,86,10001
6001,271,10001
10001,133,15000
8001,105,10001
6001,44,8001
4001,64,6001
6001,127,8001
4001,76,6001
8001,173,10001
4001,66,8001
6001,66,10001
8001,75,10001
10001,72,15000
8001,99,10001
10001,224,15000
2001,31,4001
4001,91,6000
6001,108,8000
6001,77,8001
4001,17,8001
2001,7,4001
5001,56,8001
4001,34,4500
6001,41,10001
6001,40,8001
4001,155,6001
4001,18,6000
6001,45,8001
8001,69,10001
6001,102,8001
6001,55,8001
4001,27,6001
2001,23,3000
8001,36,15000
2001,145,4001
2001,12,4001
4001,13,4500
6001,59,8001
4001,27,6001
4001,44,6000
4001,63,8001
2001,15,4001
6001,24,8000
4001,56,4500
4001,84,8000
2001,2,4500
4001,8,6000
10001,195,15000
2001,31,4001
4001,27,15000
4001,92,8001
4001,28,6001
4001,91,6001
2001,58,4001
6001,87,8001
2001,4,4001
6001,32,10001
4001,15,6001
4001,65,6001
4001,97,6001
4001,111,6001
8001,50,10001
2001,14,4001
2001,39,6001
4001,31,6001
10001,61,15000
4001,38,8001
6001,55,10001
4001,17,6001
4001,39,6001
6001,71,8001
2001,31,3000
6001,155,8001
2001,30,4001
4001,104,6001
10001,123,15000
2001,25,4001
2001,52,4001
4001,63,6001
6001,232,10001
2001,12,4001
8001,149,13860
4001,106,6001
2001,23,4001
2001,60,4001
6001,36,8000
8001,104,10001
6001,91,10001
10001,98,15000
10001,98,15000
4001,146,15000
10001,98,15000
4001,111,6001
8001,111,10001
8001,98,10001
2001,91,6001
8001,107,10001
6001,67,8001
4001,44,6001
2001,86,4001
4001,98,6001
2001,67,4001
10001,119,15000
8001,130,10001
6001,207,8001
6001,40,8001
8001,189,10001
6001,93,10001
10001,148,15000
2001,72,6001
2001,28,4001
6001,101,8001
2001,17,4001
6001,111,8001
4001,71,6001
2001,46,4001
4001,65,6000
4001,94,8001
2001,38,4500
8001,124,10000
4001,106,6001
2001,33,4001
2001,41,4001
8001,179,10001
2001,21,3000
8001,82,10001
2001,48,4001
4001,40,5500
2001,29,4001
4001,24,6001
2001,37,4500
4001,60,6001
2001,12,4001
2001,84,4001
2001,29,4001
10001,63,15000
6001,36,8001
8001,79,10001
8001,74,10001
4001,52,10001
8001,75,10001
6001,44,8001
6001,100,10001
10001,144,15000
8001,118,10001
6001,68,8001
8001,107,10001
2001,16,4001
6001,62,8001
4001,37,8001
6001,28,10001
4001,53,6001
2001,12,4001
2001,47,4001
10001,76,15000
10001,87,15000
4001,88,6001
6001,43,8001
2001,23,3000
2001,65,4001
2001,37,4001
2001,7,4001
6001,54,10001
4001,27,6001
6001,23,8001
8001,60,10001
2001,6,4001
2001,46,4001
8001,30,10001
2001,13,4001
2001,125,6001
6001,161,8001
6001,87,8001
2001,33,3000
2001,61,4001
6001,19,8001
6001,54,8001
2001,40,4001
2001,32,4001
2001,78,3000
8001,219,10001
8001,255,10001
10000,69,13000
4000,21,5000
4001,64,6001
4001,65,6000
2001,8,4001
2001,7,4001
2001,34,4001
2001,57,4001
8001,52,10001
8001,70,10001
2001,29,6001
4001,17,6001
4001,25,6001
2001,10,4001
2001,41,4001
6001,47,8001
4001,20,6001
2001,51,6001
4001,44,6001
4001,23,6001
4001,25,8001
2001,8,4001
2001,46,4001
6001,161,8001
2001,70,4001
4001,86,6001
2001,32,4001
4001,86,6001
6001,115,8001
6001,85,15000
6001,136,8000
4001,5,6001
2001,14,4500
4001,28,6001
8001,82,15000
2001,9,4001
4001,14,6001
2001,10,3000
10001,75,15000
4001,23,4500
2001,46,4001
6001,118,8001
2001,58,4001
8001,71,10001
8001,107,10001
8001,89,10000
4001,74,4500
4001,81,4500
2001,39,3000
6001,79,8001
8001,25,10001
6001,15,8001
4001,75,6001
6001,29,8001
6001,40,8001
2001,25,6001
6001,49,10001
4001,144,6000
4001,208,6000
2001,13,4001
4001,106,6001
8001,106,10001
2001,21,4001
4001,171,8001
4001,74,8001
4001,45,6001
2001,142,4001
8001,59,10001
2001,153,4001
2001,4,3000
4001,19,4500
2001,17,3000
4001,57,4500
2001,40,3000
8001,79,15000
2001,12,3000
2001,24,3000
2001,2,4001
6001,45,8000
4001,41,8001
4001,6,6001
4001,58,7500
4001,24,6001
6001,34,8001
4001,75,6001
8001,127,10001
4001,42,6001
6001,36,8001
6001,80,8001
8001,51,10001
6001,44,8001
6001,263,8001
2001,199,4001
8001,144,10001
4001,78,6001
4001,57,6001
4001,67,6001
10001,167,15000
8001,144,10001
2001,138,4001
4001,131,6001
6001,174,8000
2001,150,6001
4001,99,8001
2001,40,4001
4001,150,15000
2001,185,4001
4001,114,8001
4001,15,6000
6001,15,8001
6001,28,8001
4001,48,8001
2001,39,4001
2001,6,4001
6001,170,8001
2001,33,4001
4001,49,6001
2001,23,4001
2001,58,4001
6001,53,8001
8001,111,10001
4001,209,6001
4001,63,6001
8001,176,15000
2001,32,6001
4001,79,6001
8001,57,10001
8001,135,10001
4001,7,6001
10001,203,15000
10001,112,15000
6001,88,10001
6001,43,8001
4001,18,6001
6001,64,8001
4001,97,6001
2001,6,6000
2001,97,4001
2001,75,4001
8001,114,10001
6001,180,8001
4001,98,4500
4001,16,4500
4001,60,4500
4001,63,4500
2001,24,3000
2001,26,3000
6001,48,10001
8001,52,10001
2001,6,4001
4001,54,4500
4001,10,6000
2001,72,3000
4001,30,6001
6001,177,10001
6001,77,10001
6001,102,8001
2001,81,6001
2001,50,4001
4001,24,6000
4001,62,6001
8001,119,15000
6001,95,8001
4001,123,8001
2001,83,4001
8001,135,10001
4001,62,10000
4001,60,6001
2001,80,4001
2001,135,4001
6001,75,8001
8001,81,10001
4001,48,4500
2001,66,4001
4001,112,6001
8001,141,10000
6001,137,8001
8001,188,15000
8001,89,15000
4001,61,6000
2001,25,4001
2001,38,4001
2001,37,4001
2001,101,3000
2001,56,4001
6001,83,8001
6001,83,8001
4001,119,8001
2001,10,4001
6001,51,10001
4001,53,6001
6001,64,8001
8001,197,10001
7000,31,8000
8001,124,10001
4001,55,10000
10001,127,15000
4001,64,6001
6001,47,8001
8001,106,10001
10001,111,15000
8001,151,15000
8001,93,10001
8001,45,10001
2001,7,6001
2001,18,4001
4001,138,8001
4001,17,6001
4001,50,6001
8000,60,12000
6000,33,6500
5000,19,6500
4000,58,4500
4001,9,4500
2001,17,3000
4001,16,8001
10001,57,15000
4001,24,6000
2001,5,4001
6001,78,8001
2001,14,6001
2001,6,4001
6001,40,8001
4001,32,6001
4001,83,6001
2001,9,4500
8001,48,10001
6001,55,10001
2001,25,6001
8001,79,10001
2001,7,4001
8001,107,10001
4001,16,6000
6001,32,8001
6001,98,8001
6001,86,8001
6001,41,8001
8001,68,10001
10001,102,15000
4001,45,6001
8001,96,10001
2001,68,4001
4001,45,4500
4001,29,6001
10001,24,15000
4001,96,6001
2001,25,4001
2001,37,4001
2001,10,4001
2001,17,4001
4001,62,6001
10001,170,15000
6001,23,8001
10001,61,15000
8001,59,10001
2001,6,4001
4001,24,6001
4001,90,4500
2001,17,3000
2001,22,3000
6001,66,8001
6001,60,10001
6001,118,8001
10001,82,15000
10001,31,15000
8001,102,10000
4001,46,10000
2001,14,3000
8001,82,10001
8001,50,10001
8001,51,10001
10001,87,15000
10001,139,15000
8001,42,10001
4001,46,6001
6001,64,8001
6001,32,10001
10001,28,15000
10001,77,15000
6001,73,8001
8001,53,10001
4001,15,10001
4001,10,6001
8001,61,10001
6001,29,8001
6001,86,8001
8001,219,10001
6001,73,10001
4001,111,6000
6001,27,8001
2001,60,4001
2001,88,4001
10001,153,15000
8001,49,10001
6001,7,8001
4001,28,6001
4001,41,6001
4001,63,4500
6001,66,8000
2001,54,6001
8001,47,10001
10001,79,15000
2001,33,3000
2001,16,4500
2001,18,4001
6001,91,8001
4001,53,6001
2001,31,4001
10001,110,15000
4001,61,4500
2001,30,4001
2001,16,4001
2001,132,4001
4001,52,6000
4001,88,6001
4001,64,4500
4001,12,4500
4001,28,4500
4001,109,4500
2001,10,3000
4001,14,6001
2001,1,3000
4001,74,8000
4001,38,6001
4001,23,6001
2001,50,4001
6001,102,8001
10001,154,15000
4001,87,6001
10001,80,15000
4001,99,6001
6001,75,10001
10001,76,15000
8001,125,10001
4001,100,6001
2001,52,6001
8001,42,10001
2001,25,4001
2001,70,4001
2001,80,4001
2001,78,4001
2001,43,4001
4001,52,6001
2001,12,4001
8001,34,10001
8001,52,10001
4001,17,8001
2001,11,4001
2001,12,4001
2001,65,4001
2001,31,4001
4001,15,6001
4001,27,6001
2001,36,3000
2001,20,4001
2001,47,4001
2001,92,3000
4001,100,6001
4001,36,6001
2001,41,4001
6001,35,8001
4001,21,6001
6001,36,8001
10001,44,15000
10001,59,15000
10001,43,15000
2001,23,4001
6001,28,8001
4001,50,6001
6001,38,8001
4001,17,8001
4001,32,6001
6001,52,7000
8001,33,10000
4001,32,4500
2001,65,4001
8001,127,10000
4001,94,6001
4001,94,6001
8001,128,10001
6001,145,8001
6001,39,8001
8001,65,10001
2001,16,6001
2001,16,4001
2001,64,4001
2001,60,4001
8001,124,10001
6001,63,10001
2001,114,4001
4001,101,6001
4001,73,8001
4001,17,6001
2001,84,4001
4001,137,6001
2001,107,4001
10001,87,15000
8001,105,15000
4001,49,6001
2001,112,3000
4001,97,6001
2001,14,6001
8001,99,10000
4001,21,6001
4001,62,6001
2001,50,4001
8001,99,10001
6001,129,8001
2001,76,3000
2001,4,4001
2001,30,4001
2001,33,4001
4001,42,8000
4001,52,4500
2001,28,3000
4001,31,6000
2001,40,4001
2001,122,4001
4001,102,6001
2001,37,4001
6001,71,8001
2001,42,4001
4001,258,4500
4001,77,6001
8001,262,10001
6001,122,8001
4001,83,6000
4001,39,6001
4001,84,6001
4001,168,6001
2001,30,4001
2001,51,4001
4001,52,6001
2001,23,4001
2001,23,4001
6001,34,8001
2001,30,4001
4001,40,6001
4001,11,6001
4001,39,6001
2001,21,4001
4001,11,6001
2001,31,4001
10001,175,15000
4001,15,4500
2001,34,4500
4001,62,6001
2001,32,4001
8001,51,10001
6001,51,8001
2001,20,4500
4001,42,8001
4001,33,6001
8001,120,10001
8001,50,10001
6001,82,8001
4001,91,6001
6001,68,8001
2001,45,4001
2001,18,4001
2001,8,3000
4001,67,7000
6001,107,10001
2001,41,8000
8001,87,10000
8001,63,10001
4001,69,6001
6001,44,8001
2001,20,4001
4001,39,4500
4001,77,6001
6001,72,8001
10001,51,15000
2001,52,4001
8001,27,10001
2001,22,6001
8001,73,10000
10001,124,15000
2001,29,4001
6001,120,8001
6001,31,8001
4001,51,8001
4001,48,6001
6001,21,10001
10001,55,15000
10001,70,15000
6001,52,10001
6001,52,10001
10001,47,15000
8001,84,10001
8001,53,10001
6001,46,8001
8001,99,10001
10001,148,15000
4001,61,10001
10001,116,15000
10001,107,15000
10001,153,15000
4001,66,6001
2001,10,4001
4001,38,10001
4001,94,6001
8001,122,10001
4001,67,8001
8001,94,10001
8001,125,10001
8001,158,10001
6001,81,8000
4001,24,6001
2001,97,6001
2001,13,4001
2001,165,4001
8001,25,10001
4001,6,6001
2001,58,6001
4001,52,6001
2001,3,4001
10001,118,15000
6001,69,8000
4001,10,6000
10001,100,15000
6001,41,8000
10001,88,15000
2001,20,6001
2001,10,6001
2001,15,4001
4001,79,6001
10001,87,15000
6001,47,8001
2001,18,4001
4001,160,6001
6001,98,8001
4001,101,6001
6001,76,8001
10001,87,15000
2001,6,4001
6001,28,8001
2001,16,4001
6001,81,8001
2001,43,4001
6001,80,10001
10001,45,15000
4001,60,6001
4001,26,6001
4001,71,6001
4001,86,6001
4001,37,6001
6001,34,8001
4001,46,6001
4001,31,6001
4001,42,6001
6001,86,8001
6001,153,10001
4001,47,6001
2001,184,6001
8001,57,10001
2001,96,4001
2001,122,4001
4001,89,6001
2001,123,4001
8001,90,10001
6001,72,8001
4001,97,6001
2001,66,4001
8001,103,10001
2001,36,6000
6001,88,8000
6001,40,8001
2001,14,4001
8001,51,10001
4001,50,6001
8001,114,10001
2001,33,4001
4001,141,6001
6001,92,10001
8001,99,10000
8001,34,10001
4001,53,6001
4001,60,4500
10001,119,15000
8001,17,10000
6001,317,8001
8001,198,10001
2001,30,4001
6001,80,10001
6001,104,8001
6001,51,8001
2001,13,4001
4001,3,6001
8001,83,10001
6001,33,10001
2001,73,4001
4001,47,6001
2001,124,4500
6001,65,8001
6001,63,10000
4001,37,6001
10001,54,15000
10001,53,15000
8001,40,15000
6001,36,8001
4001,27,6001
4001,46,6001
6001,39,8001
4001,31,6001
6001,182,8000
4001,36,6001
10001,61,15000
4001,30,4500
4001,51,6001
4001,204,8001
2001,72,6001
4001,110,6001
4001,4,4500
2001,186,4001
8001,93,10001
10001,90,15000
4001,15,4500
4001,95,4500
6001,52,10000
4001,34,6001
4001,36,8001
6001,5,8001
2001,33,4001
4001,37,6001
8001,171,15000
2001,35,4001
6001,58,8001
2001,14,4500
2001,22,4500
4001,12,6001
2001,17,4001
4001,50,6001
4001,49,6001
8001,87,15000
2001,52,4001
6001,105,8001
4001,76,6001
2001,21,4001
6001,83,10001
6001,196,8001
6001,120,10000
2001,70,4001
4001,58,6001
10001,165,15000
4001,106,6001
2001,11,4001
2001,10,4001
2001,18,4001
2001,28,4001
2001,114,4001
4001,38,6001
2001,31,6001
4001,72,6000
2001,195,4001
6001,288,10001
2001,58,4001
8001,56,10000
2001,51,4001
2001,51,4001
4001,21,6001
6001,153,10000
4001,79,4500
2001,11,3000
4001,42,6001
2001,10,4001
6001,121,8001
6001,144,10001
4001,98,6001
2001,63,4001
4001,32,6001
4001,55,6001
2001,11,5000
4001,43,4500
6001,31,8001
4001,23,8001
6001,97,8001
6001,70,8001
6001,123,8001
2001,21,4001
4001,108,8001
4001,18,4500
4001,10,10000
4001,121,6001
4001,41,6001
8001,59,10001
2001,3,4001
10001,71,15000
2001,66,6001
2001,28,4001
2001,13,4001
2001,48,4500
4001,35,6001
6001,153,8000
2001,51,3000
4001,22,6001
4001,73,6001
8001,115,10001
2001,146,4001
2001,22,4001
2001,10,3000
2001,58,3000
2001,48,4001
2001,45,4001
2001,69,4001
2001,23,4001
10001,89,15000
6001,39,8000
10001,123,15000
4001,48,8000
2001,60,4000
2001,54,4001
2001,69,4001
2001,33,4001
6001,78,8001
4001,23,6001
6001,88,15000
10001,115,15000
8001,134,10001
4001,16,6001
2001,27,4001
6001,19,8001
8001,40,10001
4001,69,6001
4001,31,6001
4001,40,6001
2001,19,4001
2001,13,4001
2001,15,4001
2001,169,4001
10001,90,15000
8001,74,10001
4001,45,4500
4001,87,8001
2001,32,4001
2001,27,4001
6001,71,10001
4001,154,6001
4001,45,6001
4001,44,4500
10001,87,15000
6001,67,8001
2001,55,4001
6001,87,8001
4001,73,8001
10001,173,15000
6001,104,10000
2001,11,4001
4001,103,6001
4001,296,6001
10001,35,15000
10001,120,15000
6001,86,8001
4001,75,8001
4001,80,6001
2001,77,4001
2001,16,4001
8001,95,10000
8001,44,10001
4001,89,8001
6001,86,8001
8001,60,10000
8001,94,10001
4001,51,8001
4001,162,8001
6001,25,8000
6001,117,8001
8001,71,10000
4001,66,6001
8001,209,10001
2001,25,3000
4001,47,6001
2001,21,4001
8001,66,10001
4001,38,6001
6001,59,8001
6001,58,8001
4001,108,8001
6001,43,10001
6001,63,10001
4001,25,6001
2001,29,4500
4001,23,6001
8001,201,10001
4001,12,6001
4001,33,6001
4001,72,8001
2001,30,3200
2001,74,6001
2001,11,4001
4001,99,6001
2001,35,4001
8001,34,10001
2001,30,4001
2001,49,4001
2001,51,4001
2001,28,4001
6001,88,8001
4001,40,6001
6001,70,8000
2001,11,4001
2001,45,4001
4001,25,4500
8001,63,10001
2001,242,6000
2001,107,4001
2001,40,4001
2001,63,4001
2001,31,4001
2001,33,4001
2001,19,4001
4001,90,6000
4001,21,6001
4001,54,6001
10001,122,15000
8001,57,15000
2001,5,4001
4001,55,6001
2001,128,4500
2001,49,4001
4001,68,6001
2001,18,4001
4001,29,6001
6001,81,8001
2001,65,4001
6001,119,8001
2001,78,4001
2001,51,4001
2001,29,4001
2001,28,4001
2001,121,4001
6001,273,8001
4001,81,6001
6001,60,8001
4001,22,6001
8001,73,15000
4001,63,6001
4001,67,6001
4001,44,6001
8001,179,10001
2001,3,4001
2001,21,4001
4001,39,6001
4001,17,8001
6001,64,8001
8001,83,10001
2001,44,4001
4001,60,8001
8001,51,10001
4001,104,6001
2001,19,8001
8001,118,9000
2001,11,4500
2001,64,4001
6001,204,8001
2001,25,4001
4001,146,6001
4001,75,6001
4001,12,6001
6001,103,8001
4001,7,6001
4001,54,6000
4001,51,6001
2001,19,4001
4001,18,6001
8001,87,10001
